,Player,KM Cluster,Postion,Age,TeamAbbrv,PC 1,PC 2,PC 3,PC 4,PC 5,PC 6,PC 7,PC 8,PC 9,PC 10,PC 11,PC 12,PC 13,PC 14,PC 15
167,P.J. Washington,0,Forward,21.0,CHA,3.950819345493276,2.6198280351057592,3.4001873855229006,-0.7308702807293522,-2.4731070061738993,0.1474380597920617,-1.7000927579232277,0.4384119974209297,1.2485281571619729,-0.9833659395366363,-0.26987697111645387,0.4849695911110335,-0.28202247907520983,-0.5434330114018193,0.8010156444870814
168,Ricky Rubio,5,Guard,29.0,PHX,-7.76781303950946,3.1216583671272184,-1.3630807589265486,-0.5198732907159128,-2.109115007658518,0.5517634455642322,-3.1964251994955624,-0.169196438394428,-1.0671141110790372,0.752668034042663,-1.5908260636047904,0.3769690696754,1.4188779855450988,1.141748085012931,-1.37724790140383
169,Svi Mykhailiuk,7,Guard-Forward,23.0,DET,-2.585830751023614,-4.811681809316642,2.784580674685363,-1.092484341199693,1.382727548546358,-0.48863426516120967,-0.733509027640038,-0.20763651946209583,-0.9412393118630521,-0.5130241113275732,0.07407601275440455,0.8019835778285275,1.6888276528917818,-1.4955420661832812,1.2652746714938616
170,Anthony Davis,3,Forward-Center,27.0,LAL,3.7717780634371674,12.43441275011993,2.7967874460378352,-0.2395928262820827,-3.52130277863004,1.385892000305057,2.121528216782545,-0.9460458234189625,-0.46958410246545096,-0.474165592893295,1.4200226764687573,0.5933269112720613,0.41408684322229844,0.3241440996989268,1.2916623275251857
171,Bradley Beal,1,Guard,27.0,WAS,-8.762820517479154,9.031077640351985,0.386722686115393,1.7088567780742532,2.4091514632617197,-3.7277671643095074,-0.3376265890792821,0.9420835372251395,0.4431878615842906,1.3495004257842083,0.8205836989583533,-2.0563060050177975,1.4095850600246749,-0.23527351365900592,0.42834709047752445
172,Eric Bledsoe,5,Guard,30.0,MIL,-5.255059854190391,3.1587333192581384,-2.9232024858823884,-2.5941074979721237,0.5833620600847513,2.3529310649891597,2.645305120998545,0.3197921909305538,-1.3984819082635294,-0.7769010831951121,-0.18677397376800758,-0.24404643773884563,-0.89599183286698,1.0853452489437185,-0.012657712312042185
173,Gary Harris,7,Guard,25.0,DEN,-3.939993773810372,-1.3692664200034128,3.367308860241894,-3.4218626320428367,-0.3234944085565098,-1.4666959508337936,-0.0238679442600288,-0.6961536652717204,-1.3748429679264962,2.058389318575679,1.7253532838364032,-0.16549207594161408,1.1914289233656212,0.16409498916597257,-0.05780132777683669
174,JaMychal Green,6,Forward-Center,30.0,LAC,4.335191238221176,-3.24873505173744,1.9126819591158164,1.019562423933068,-1.120448381353682,1.6230304437424579,-0.37681475579956114,1.826120843742938,0.7221423474307646,0.6985716669838581,-1.15255965078345,1.0911609845181307,0.03463929272482502,0.43453531295815,-0.9661862247847798
175,Jimmy Butler,1,Forward,30.0,MIA,-3.5769691949138536,8.502107959458439,-2.4268082305949696,-2.898972928506731,-0.5581081267751709,-0.23900416017209916,1.0898884215998517,-0.09401446919666977,-0.20282905756931804,1.017265846831665,-1.2623664216108104,0.635748902408317,1.3751064082473017,0.7892211092751965,-1.2956156619488008
176,Jrue Holiday,1,Guard,30.0,NOP,-5.767429745554794,8.040924768830214,0.11844563874108945,-3.3270459682421865,0.28612228065343004,0.1397810047535463,-1.5361156125551254,0.5660074889223303,0.5785282760704986,-0.39857545567579716,-0.43702444893427855,-1.0506526534373004,-1.7835724121391405,0.47201768008307876,0.2723856571064789
177,Kemba Walker,1,Guard,30.0,BOS,-7.526925866038395,4.175226916455696,-1.7748265904453604,0.14615459261902386,1.7997480617947277,1.135665845274185,-1.2307220390625508,1.3473270410643903,-1.9037881716623348,0.49838574042997386,-1.5300831296759985,-0.8962413653810029,-0.09923417159537032,-0.7986210240049165,-0.7483833718806449
178,Kevin Love,0,Forward-Center,31.0,CLE,1.5958107114680586,5.254048727730963,4.263051572834609,5.218398491520983,-2.202610735672455,-0.4800767273047277,-1.222622000073268,0.23159673803605121,1.5515327264732366,-0.3982324321412771,0.19067346229317542,1.6027470626406435,1.5669919952831155,-0.045485237196355575,-0.10001555362976489
179,Lauri Markkanen,0,Forward-Center,23.0,CHI,1.8276890481810646,2.4047053224394306,3.8867509414300683,-0.7404390939961638,-1.1397301129142905,-0.45281500387661816,0.19172097535492735,0.434182124958418,-0.6485379581772021,-2.479695397159498,0.24397946709804574,-0.2235225776231011,-0.46742902899197286,-0.8512641784991294,0.2643786518520253
180,Lonnie Walker IV,2,Guard-Forward,21.0,SAS,-1.6953154751404105,-4.651097240128409,-1.0661225210458107,-0.18750197451306164,-0.552737142457274,-1.1176050270449498,3.4663045176425857,-1.105691510042822,-0.7576126384957156,-0.3154613611670723,-0.4911913452167712,-0.04862218090715355,0.007007289368482932,-0.17311272117190435,0.5830985789338263
181,Marcus Morris Sr.,5,Forward,30.0,LAC,-3.7691159697580554,2.78137244974057,3.0537340315613917,3.959645428042497,-1.0477262502798244,-0.2075481618748088,1.7178339071182778,0.07459787992641252,0.9204219695945982,1.721951945088798,-0.4984413628293923,-0.7927809791620666,-1.0142247380422222,-0.8955271948989159,-0.5745531955045241
182,Matthew Dellavedova,2,Guard,29.0,CLE,-2.7263088256505754,-6.018092603364189,-5.150437832229122,2.3837188085774357,-1.1006917974035986,-0.04425347049323415,-1.2387083822021179,1.7970106889777837,-1.933045820625106,-1.1047882182523427,0.9360073389537554,1.1912513938647726,-1.8341396016854197,2.137620948636322,-1.1359687609314086
183,Nerlens Noel,4,Center-Forward,26.0,OKC,9.510037929683742,1.3284982153389497,-1.3944205476361689,-2.0482962257410016,2.4342258232765035,2.859566824032619,-0.4925694820724774,-1.302203628904823,1.0016681387323232,1.182175312063095,-1.1316491769258918,-1.331372606261241,0.9124068302335081,0.011870628379004738,1.763455627860482
184,Tyler Herro,5,Guard,20.0,MIA,-4.838376028190196,-0.31024702455779485,2.0735522431175046,2.3544264565048785,1.310861856267511,-0.8788452865059092,-0.5309409195134215,-1.3615885297093349,-1.4447440457835283,2.31317871089472,1.3803472402354315,0.5353565290215351,0.5569514648782538,0.5967158072465998,-1.1287124889442965
185,Andrew Wiggins,1,Forward,25.0,GSW,-5.111455684846655,7.1331247002761815,0.8433602487726568,0.6165514251746209,2.351413916928476,-3.4662550902708684,-0.2209099547024404,0.8909705409617354,-1.1894317198934383,0.3181796710437391,0.9736711547577107,-0.3303490771755249,-1.3443567849620732,-0.07479454755503992,-0.2652583394870896
186,Bismack Biyombo,4,Center,27.0,CHA,9.728250523569969,0.8882671109475102,-3.726338557218951,-0.0804040800811891,2.4271610263091707,-1.892019834677803,0.352151674041226,1.671384023449784,-1.4735296066504062,-0.28762604851697277,0.4713285353195171,-1.403339513527955,-0.1638873415038317,1.8196940015032999,-1.5429100583985422
187,Bruno Fernando,4,Forward-Center,21.0,ATL,6.500552108694153,-3.480399113099072,-2.570022717016678,0.3840072685494883,0.9051200289941247,-1.210082589417524,0.6222121894175806,1.740291752397206,0.26190155179781344,0.1487374288643374,-1.381192662677819,1.5500492844000573,-0.31843932015212767,0.6451864707471054,-0.86040187906678
188,Damyean Dotson,2,Guard,26.0,NYK,-3.0091716400704414,-5.471141162042798,-0.12616536499656175,1.7577435448519594,-0.03507209849524906,0.431242236992024,1.4466424256816452,-2.1930473967790913,-0.33926579468567836,0.5184822508220536,1.2080093204920632,0.5497053481514672,-0.9715071478585142,-2.091410285984737,-0.13907673650738475
189,DeAndre Jordan,4,Center,31.0,BKN,10.786026479519988,2.372061589809191,-3.892727962616086,-1.277811066562867,3.6972179115979102,1.2360487506369562,-0.239005747083238,1.4860238212740107,-1.0206729460240107,1.331218140350596,2.1254315125878374,0.6740173797759066,-0.6294694107708833,-0.3683231562310247,0.0018612325519735678
190,Derrick Rose,1,Guard,31.0,DET,-8.651962734823172,4.735520504446311,-4.462444609652641,1.9595944386152695,2.172766851599181,-0.45217917836838706,-0.5483801781458568,-0.8814731251369521,-0.048921816408496376,-0.37434205157778555,-1.267896940325276,0.14732709668130478,-0.18757463440146827,0.10245433825036399,0.6485874748582707
191,Elie Okobo,2,Forward-Guard,22.0,PHX,-3.1990686194537763,-6.204583829450741,-3.4199320468771965,-0.13421599558916344,-1.1034020725354359,0.6597311144175539,1.5497890575737077,-0.6888446590195164,-1.401352499102414,-1.0708479625134926,0.7426357760954375,-0.0936018636752633,2.005904474147817,-2.2359193286138814,-0.5103563857623697
192,Emmanuel Mudiay,2,Guard,24.0,UTA,-3.550869464393974,-2.7849464497557346,-3.821140825490943,2.5919014888918803,-0.4731471083670834,0.8628852717412695,0.4815626755630184,-1.4883647526988537,0.10527298625327226,-1.438337474973121,-0.2781271418378969,-0.37720866620173393,-1.9041455885362581,-0.06800183151977672,-0.06363897569071475
193,Fred VanVleet,5,Guard,26.0,TOR,-7.492502910746411,4.077283233880651,0.7343086329978814,-5.128760903829213,-1.4149925779009795,2.6327768282719197,-2.2978054876582386,0.6534714847182526,-0.2714973174379904,0.5335115927041384,-0.11956118950487324,0.9772334281857948,1.1066006442043237,0.03423285927865869,-0.16712738721550488
194,Jamal Murray,1,Guard,23.0,DEN,-6.022844215784499,5.782924376608491,0.2835875513086688,1.3394362308813057,1.765292686292664,-0.7996467902003488,-0.8695487225178635,-0.1330677749550668,-1.4135844768212722,3.352713595476994,-0.07747650942603451,0.2782222727393767,0.4481449026294206,1.6843046359653007,-0.5704512264358924
195,Jerome Robinson,2,Guard,23.0,WAS,-2.114839108047368,-6.692380245845127,-1.9278506904380468,1.165924189267694,-1.4051453789972386,0.19609977281146912,0.08676760467774278,0.39620136974066555,-1.7177759462236186,1.4761569771471645,1.0641532748454052,0.8690045305892748,-0.3243183170499747,-0.9184776517908497,-0.8562922389971843
196,Kevin Huerter,5,Guard-Forward,21.0,ATL,-4.469527493517548,0.8092288127494681,2.3773462099366673,-0.023262307656145086,0.5767960238044643,-1.0858664820671875,-2.0757726964464207,-0.6807566013581582,-0.078115523429067,0.3884730813467469,0.8753083015016538,-0.2678906865683245,-1.1804774477796967,0.44117936983559053,0.4805624724367457
197,Larry Nance Jr.,0,Forward-Center,27.0,CLE,4.642119897196411,2.243850365191692,0.9183416337011823,-0.25142693765217644,-0.5774696772559451,0.18388058555140932,-1.0598322520918861,-1.6899067687698375,3.00644746621755,-0.04752226495975954,-0.6923865060284168,1.71603166310608,0.8091194829858123,0.5318214513733447,-1.0524916254868841
198,Myles Turner,0,Center-Forward,24.0,IND,7.283932489979253,2.8225483624221006,2.301908805140045,2.5627618542278974,-2.1335058865023315,2.215319248614492,-1.610205526095601,1.0767566141521399,-0.5821420046161307,1.0211646711786506,-0.8834736238300165,-0.22304268358773668,-1.1908146758387177,0.6874146788218302,0.8425354372259338
199,Patrick Patterson,6,Forward,31.0,LAC,3.2255819335769473,-6.34037273904695,2.066640151063489,2.0358571632582785,0.5463627123780197,1.0796012108512882,1.2789601672319495,2.1391258645100635,0.9150730108366204,-0.18654193087702595,-1.49665837688695,0.49584802418627927,1.9615394480577677,0.4665130694131051,-1.357955423931371
200,RJ Barrett,5,Forward-Guard,20.0,NYK,-3.6103924817527666,1.8600873921633216,0.6070966647648344,-1.435377021919356,-1.3106434838634642,-3.5920598555410646,0.11658770898428693,0.9751055399063862,-0.1650719303717706,-0.6594126501514674,-0.2115163253811248,0.7366087295008413,-0.2554998175636888,-0.6783892155380078,-0.5317823902032325
201,Russell Westbrook,1,Guard,31.0,HOU,-8.680291312441566,11.678775954416249,-2.345842364741027,-1.7026207636819255,-1.7483000745275405,-0.17839124223646927,3.701461428542327,4.0638593495193485,4.725743597727249,0.7596321407604792,1.0064449277036318,0.5293857098705221,0.6721174774740061,-1.6290241962765517,-0.3317933199706298
202,Treveon Graham,6,Guard-Forward,26.0,ATL,0.6749720914338907,-5.640074570265162,-0.21185800111796377,-0.9692528317864189,-1.3250144686075205,-2.2392753290202214,1.0602231339785675,1.5018442929371068,-1.4497188505843686,0.06385390921120339,-1.200797111230258,0.31345992998213396,-0.35122107155291504,-0.05122904229133725,-2.3179929313226193
203,Davis Bertans,7,Forward,27.0,WAS,0.7176821533643116,-0.6503789066744174,5.2933353074408815,0.11879413512632901,1.5106723314909132,-0.25323673347862274,-1.4731369293168273,0.30288915535618993,0.017876404963671294,-0.7989279241283177,-0.8071952305932579,-1.340022945786133,1.5520575848424776,-0.9913887016276882,0.7693334705552443
204,Frank Jackson,2,Guard,22.0,NOP,-2.4193253164358453,-5.4876678352163015,-0.6034056319384108,1.1045840307038652,0.18031100414489695,-1.423392855826296,1.6285543902748063,-0.3286278199798671,-0.9348157656540103,-1.3977742986209862,-0.6630219956405476,1.633141597133503,-0.7323552675499431,-0.22115713579406904,-0.5320284390607961
205,George Hill,5,Guard,34.0,MIL,-3.2247445475535423,-0.9810204307520116,-0.07811262129240416,-1.468283854780318,2.9953208367735833,3.454699974128773,1.8040357763081984,-2.3847483656466446,-0.9608931688149305,-0.6135687837551265,-0.1090302806929636,1.9030140419954413,-0.3878358354667608,-0.15093923867832967,-0.7798856338540879
206,Jaylen Brown,0,Guard-Forward,23.0,BOS,-2.761717626199051,5.045423485640426,4.965994838411162,-1.16560385092827,-0.4835845888855495,0.04420802859304714,1.863918584431664,0.39590108231912374,1.0642947926232904,-0.6063283582991513,0.3386145407082615,-0.837116676468873,-0.5445434444221582,0.9289271374623016,-0.08023267523120378
207,Jeremy Lamb,5,Guard-Forward,28.0,IND,-4.3113007841024755,0.9514784061338347,0.21700604523312184,-0.003918110972555172,-0.1188932076766422,0.04106205405509062,0.5436614948058553,-1.6659902912592597,-0.0295637403951452,2.3173006423754945,-1.3798683737839108,0.48851804506330343,-1.0492676612865064,0.0992228506991144,-0.9808403781128882
208,Kyle Kuzma,0,Forward,24.0,LAL,0.08115168187719639,0.726231237258742,2.5963555516060333,0.9014021286569476,0.3065664711047873,0.020327839758928337,2.283743998668208,0.9241792449306997,0.19247381161664692,-1.1908870463556767,-0.1748754724061915,0.5503451947165396,-0.8081743961622836,0.443557246286166,-0.7264224327678143
209,Luka Doncic,1,Forward-Guard,21.0,DAL,-8.549059532449272,11.363447660199853,-5.427318306367942,-0.3448983080404474,3.4058219503721774,-0.17558893349478394,0.2765486123665377,2.6186816407530333,0.8147409371725833,-1.2235857403022834,-0.5171679008651967,1.3645901133115421,-0.10100224456576445,1.2899838642555888,0.6926341189690007
210,Malik Beasley,7,Guard,23.0,MIN,-2.961945301555309,-2.865203522800756,1.748647992848767,0.3171524063406148,0.8743544585915606,-1.6355091108241537,1.3424597674137906,-0.8824597786925082,-0.07367724377296703,0.20612795479595303,1.3960244580221006,0.5098067570388668,0.733022047279256,-1.2437801370980697,1.1498290601536105
211,Markieff Morris,0,Forward,30.0,LAL,2.3203382558378185,-1.2665500854891065,2.3719603717579263,1.8556300081458517,-1.2828354822425527,0.06742404252102707,0.8330299732497989,0.3975081453216535,1.6026409967786246,-1.2873139926681163,-0.6387282379278297,1.9831552977225007,-0.1564745072679548,-0.4470649000212007,0.6514402853671678
212,Nikola Vucevic,3,Center,29.0,ORL,9.238105149150762,9.452988770496898,0.9922903253827222,4.266356205834278,-4.354386435191217,0.21868556753115126,-1.7505055910369884,-1.2672519371267703,-1.707579691468253,0.0745746505275114,0.847650475435694,0.8029357564379503,3.530725692627837,1.0417557320286792,2.52487206523153
213,Pascal Siakam,1,Forward,26.0,TOR,-2.015276832476728,8.903530514683123,2.1983871275862135,-1.1729414418750381,-1.208061207531706,1.3140111289716097,2.7530844595499464,2.8185461955424134,-0.042035255190940785,-0.04793987109387109,1.0354003197759942,0.891397278923549,-1.4589367713591972,0.36671321371584586,0.6682801390684531
214,Raul Neto,2,Guard,28.0,PHI,-3.505125420940302,-5.594410511728335,-3.054237760330025,1.521533393157636,0.7863551734669544,2.267100031560463,0.7142967742677503,-0.6541287387698104,-2.8087659840538124,-2.7959974019145912,0.4317062212964561,1.9676378875281144,0.04156666981521622,-0.07033707188065241,-2.0984889824924933
215,Serge Ibaka,3,Forward,30.0,TOR,9.10532161757956,5.577088926533745,1.8745197594432146,2.673912947165855,-1.486899924724175,1.159265208074561,0.14406647894585325,-0.2319901171392179,-2.6335487328151346,1.4793983391366128,0.21888385054088808,0.36556402736151733,0.972038122600576,0.4549209466152595,0.7804828915809968
216,Bogdan Bogdanovic,5,Guard,27.0,SAC,-4.911283150201097,0.9793717203789026,2.3351981937742243,1.103160413358569,0.6846391121007774,-0.48142331867545535,-1.0959908522538433,-0.9747827402498961,0.07936980216743504,0.136546267262617,0.748419547869505,0.8406074262618017,-1.434290909503468,0.9980345877255699,0.4230484740669312
217,DeAndre' Bembry,6,Guard-Forward,25.0,ATL,-0.5969944732338919,-2.7318531826640227,-0.8180331692137788,-4.2469188707526495,-0.8626972753556483,-1.2001987574430928,0.4221095471936288,-1.4452112775570003,0.19521356431957998,0.5591356822323886,-1.2407745160486208,-0.8776775218198678,-0.20512025560722022,0.33388333704523615,0.1271214789659721
218,Gary Trent Jr.,2,Guard-Forward,21.0,POR,-3.4608976418533346,-4.527676336161549,1.5371242120268902,1.4058111435265286,-0.21787562729738943,0.871016757627951,0.7414627879334053,-1.7879980177288732,0.8870231499899947,-0.23909116597339977,1.9482054464233238,-1.0208247135403943,-1.5046885541623263,-1.0513477332240335,-0.10300290773829177
219,Goran Dragic,5,Guard,34.0,MIA,-6.94835951737675,2.156777138260814,-0.6152783908287743,1.0545606251443596,2.634413622661139,0.33130206692454134,-0.8526310886935007,0.03187089739072794,-1.9828117126833633,-0.38787295081442735,1.72383885169389,1.8847199313582859,0.10301938695665068,1.4198331720564394,-1.02287524825544
220,Kyle Lowry,1,Guard,34.0,TOR,-6.632651575222067,4.6489770898063005,-0.32097600253777886,-2.3706386655619633,-0.12016208768451908,3.7211855540674263,-2.412827742185614,2.186582963496465,-1.4968056240972263,-1.3172505492287454,-1.190636088721654,-1.3036034102081908,1.3985092620217086,1.5546086021897105,-1.2319163633234518
221,Marcus Smart,5,Guard,26.0,BOS,-4.307303545226352,2.5182420088962236,1.504444145140291,-2.031170103504505,-2.3545797550881833,1.578323581230861,-1.8546075175287369,1.0771994774650437,-0.6435236910006205,-0.44321396193313367,-1.7893515613098105,-1.5075538605360186,-1.0297306749643775,1.1930951977051258,-1.2049957902591577
222,Mason Plumlee,4,Forward-Center,30.0,DEN,7.599402407818492,0.8154793426040197,-4.227026551644231,-1.104596190452599,1.4924454016566566,-0.4703485330348024,0.7194841243349782,1.033967588064975,0.8969253672899197,-0.04773748513849908,-0.5433402819805452,1.1639035164649716,-0.8419208702443737,-1.3602095432457315,0.2914884134289634
223,Nicolo Melli,6,Forward,29.0,NOP,3.4433699981878925,-3.364837879656289,1.1877529278362682,1.4372606779432122,-0.23954460175345554,1.095513636917361,-0.2584665526531276,0.23074261621796577,1.7271734479110188,0.19090752183289147,-1.7925322997282984,-0.488978265946563,0.6801780178966231,0.38346131252241394,0.7754383560283393
224,Rodney McGruder,6,Guard,28.0,LAC,0.025777312667260757,-6.979240252745642,-0.4836582245875763,-0.43923350769658276,-0.27372280823678136,-0.6286887786691868,1.2655680521786665,0.7039826048909216,-0.6300004008453856,-0.09557050494401262,0.9689171447375678,0.70629122198807,-0.010534474337254393,1.7584438977486607,-1.802510870650907
225,Rondae Hollis-Jefferson,0,Forward,25.0,TOR,3.624736719485515,-0.17603427591032506,-2.6215801167742554,-2.3613060194171642,-2.0723791648701475,-1.260674047384433,2.9611644303199856,-0.1635228126707079,-0.4650131865397821,-1.0464064892483258,-0.6693365204814651,-0.1969880314729747,-1.3615618279650308,0.44449891982973466,-1.74640664409553
226,Trevor Ariza,7,Forward,35.0,POR,-0.2620279031886194,-3.0078469799596275,2.923662121109769,-4.555768293224675,-0.857345075048427,0.63806332391565,-0.6784219696390495,-0.7673968319875405,2.010378486297464,1.0575172793313556,1.2076739814327748,1.112901857744432,0.6941990865365201,0.167388525071662,-0.3635968657811757
227,Anthony Tolliver,6,Forward,35.0,MEM,3.6879101263155727,-6.078852475854282,1.0996592565733887,1.6760483553327048,-1.115554660722472,-0.47659451088762295,-0.9046653266225567,2.3744525094810807,0.2507543836050962,0.6443472397396318,-2.757055375732353,-0.06173536545935755,0.33185076093470967,-0.5946542325881533,-0.026577169411863676
228,Cameron Johnson,7,Forward,24.0,PHX,0.016217150038729203,-4.446230908789296,4.000126443245934,-1.1450336977581839,0.651904604354925,0.28957771968827783,0.5894848119443447,0.2354666349751833,0.47454828652265957,-0.2602935724176972,0.2932982901433774,0.2572196032129356,1.342012622627778,-1.057928424256624,-1.0523749972101442
229,E'Twaun Moore,2,Guard,31.0,NOP,-1.905994533896098,-2.8228904460382873,0.16462629056900815,0.6773556261999351,0.08974501013643947,-1.0589944462205347,1.254024946936383,-0.4455835967344997,1.0249383014630538,-0.32695095039617594,-0.8205433726288219,0.46493749891677255,-1.2120556316488331,1.6291040947085025,0.6693451205809674
230,Kawhi Leonard,1,Forward,29.0,LAC,-6.861773879132095,10.43985440053901,-0.5517090363529995,1.3522137688807894,-1.5806164996409462,2.280912985756466,2.7626837419470984,0.2795694713125322,2.6923103087290507,3.089873798124349,-1.6508894002549779,1.3319333719169075,0.005910763357760665,1.138599266641365,0.992634861507708
231,Kevin Porter Jr.,5,Guard-Forward,20.0,CLE,-2.759222624029493,-1.0486064041230279,-0.2341266333091517,-0.920018985158774,1.0943468687495885,-1.2503217453628728,0.08077992896660192,-1.1760169063850479,1.3232810460220348,0.12337302795079202,0.021748642080803654,1.263235971714029,-0.5254793299325955,-1.6088910768765687,0.7092342577347382
232,Kristaps Porzingis,3,Forward-Center,24.0,DAL,5.404992463678745,7.2264730514516815,3.899809117784092,2.1142166292822067,-2.590400024782364,0.11221061564471706,0.3616828051080218,0.34572375700127317,-2.030933503607598,1.1092858579530758,-0.23283961283049726,1.4830634248325179,-1.6234934314026117,-1.9255743348128247,2.247586004058953
233,Marvin Williams,6,Forward,34.0,MIL,3.720710545227017,-3.247065558547899,2.012836815670712,0.8287967291082241,0.9300349063085968,0.5503768629915179,-1.1835595764451843,0.3400051498465615,2.5192536438227533,-0.30045478387820557,-1.5020383949566325,0.3975146753049793,0.026207812248943065,0.9405965740499421,2.4672338071692197
234,Torrey Craig,6,Forward,29.0,DEN,2.877578177982794,-4.9612684727060214,0.7404856814628507,-1.4919518633581264,1.4737474925830016,-1.9645685173174845,-0.091114898992393,0.16569511182563326,1.0028497996003574,0.9767061903723516,-0.8644996057666549,2.490478295477075,0.7313038786381759,-0.6620359451291777,0.04900951145949678
235,De'Anthony Melton,2,Guard,22.0,MEM,-1.9901492431117893,-1.6544003413509738,-1.7169138041510246,-4.021250123543768,-1.6406964470189656,0.46599963596279925,2.067812355511774,-1.8454870872917,0.333527441339814,1.1045891231107818,-1.941841744678651,0.4797127345719676,1.0489030926472456,-0.40072775220782136,0.1739782592072407
236,Draymond Green,0,Forward,30.0,GSW,0.6115740985240321,2.305066879137869,0.126162176965486,-1.764551609454889,-3.3340820404568134,0.9606658473790541,-3.1373335077938354,0.22534157322999845,-0.03316174976148106,-0.280066235899386,-1.2137489497558904,-0.028098031042519508,-0.5253399215592555,-0.08542241688266324,0.5226429542152147
237,Josh Richardson,5,Guard,26.0,PHI,-4.922040926716017,1.3329148200587717,0.210958470884803,0.614235626522549,-0.13095213543385073,-0.5411543172216746,0.6892861895701966,-0.7958362275124667,-1.6736093867707622,2.153019299078078,0.4168167997073148,0.3345679617880963,-1.3698671419072228,0.4628998470568767,0.12826440199251385
238,Malcolm Brogdon,1,Guard,27.0,IND,-7.69430524991033,5.1508303093405345,-3.8020999172941137,1.089634835519309,1.3403548542369725,0.8076345076655425,-0.3805859077503173,1.6712135066814884,-1.4221696031147448,1.7849548258815975,-1.3178386619354274,2.345315762532746,-0.824495079789503,0.278840976496266,-0.8171738048986221
239,Nickeil Alexander-Walker,2,Guard,21.0,NOP,-3.5650117259363006,-5.631625084324382,-3.161520706107745,1.4437789376954657,-1.4345397949312546,-0.16482761574764587,-0.1314270623788268,-0.1165209389837562,-1.7470420767300912,-2.372773113188094,0.5519609029856888,0.6856315343134012,-1.2634010681990417,-0.8886939517661565,0.865758658309961
240,Terrance Ferguson,6,Guard,22.0,OKC,1.0856297407741466,-6.274132019121665,3.2075302756941775,-0.3729793880785673,1.4538523515935418,-1.1738821231726106,-1.546644547197604,1.4311715565827732,-0.6371074233228217,0.7046924773462865,-0.7989071294891444,2.501288739849943,-1.4933697358540914,-2.2809982048567328,1.1756496521700894
241,Wes Iwundu,2,Forward,25.0,ORL,-1.3758550388949589,-5.163599220746611,-0.9680679336206834,-0.7336173893629432,-0.18125340399316545,-0.642316094140294,2.6270869779930837,-0.0470731374645298,-1.8353692933735157,0.7992771374765785,0.4417431521530548,-0.7132946244093771,1.035644924195794,0.057493999863048206,0.11850581950479308
242,Alex Len,4,Center,27.0,SAC,8.998322240086999,0.903524668829124,-0.7202887056155189,0.9577098584353937,1.0651019971438471,1.0481636739458293,0.016066635870803692,0.3788810909167987,-0.2555881573515464,-0.6457839576017365,-1.2494548225945872,-0.3013674369798398,-0.5065585562692514,0.11575974928242097,-0.020085947567597445
243,Carmelo Anthony,0,Forward,36.0,POR,-0.49834346420614084,3.5187941505092564,2.306048296917091,4.9503131557238085,-5.400340483071134,-0.02816945852782643,1.265874803380442,0.11111695040316251,2.844200972650644,1.6217867585636139,-0.658361847316279,0.6514989351731921,0.07960458791664464,-1.1739349460624051,-0.6797522690403457
244,Derrick Jones Jr.,6,Forward,23.0,MIA,4.094080089844059,-1.574550738711953,1.849049316553348,-3.9621040006628223,1.6008015194666039,-0.5360277943649859,-0.2503662302977217,0.09511718165636576,0.7852540318428041,-0.4171578958028517,-0.5782389150209755,0.4006245192971629,1.4478584961518892,-0.07930911231014577,-0.2217818668266606
245,Dwight Powell,4,Forward-Center,28.0,DAL,9.008017561495707,2.8860307459423273,0.8984750150048516,-2.621008193058962,3.066146952694488,1.3403993608067686,-3.1466074252603513,0.7645638354567166,-1.365028264538779,-1.8300728036067404,-1.4902610909517466,0.4081991745819219,0.677350477466186,-0.5285457994846414,-0.034645033817539
246,Isaiah Thomas,5,Guard,31.0,WAS,-6.137738342506367,-1.4882023906283095,-1.054730000200626,4.557339736940135,0.6343218287379998,-2.4954814429258563,-3.7585641633735776,-1.9391482009919683,-0.4461155739257867,-1.1657131674408225,0.6044420073010255,-0.10294665309544261,-0.16468757843108364,-1.670956252018536,0.42894020285329987
247,Jevon Carter,2,Guard,24.0,PHX,-2.9359049689450494,-5.9847325508571165,-1.0916639953300091,-0.10060536693350124,-2.2128312134551544,1.540740309899058,1.0983407291068326,-1.9438212862441622,0.05018880085075333,-0.15816206691932727,0.5184668708733531,-0.9008470055080273,0.48827108104780514,-1.5898638671189533,-0.07986226002913571
248,Ky Bowman,5,Guard,23.0,GSW,-4.446000100496788,-1.3373243324292592,-1.0712199920856913,-1.1780906925677224,-0.6605523976030427,-0.8616776799817533,-1.6106815947965198,-1.6894950562016975,-1.2784025050717478,1.3019430438192172,-0.8943523250557783,0.44236062546834426,0.13152564171553674,-0.6551372818930339,-0.3507593034044496
249,Patrick Beverley,5,Guard,31.0,LAC,-2.7901347649358446,-1.3380634921107386,0.22586145796986162,-1.8714386546663093,-1.922781321716839,3.592549555859131,-2.4625920808561843,-0.8601960841033699,1.3981839237950549,-1.173570411529254,-0.2128942040847187,0.35348649566045337,-1.0817102473584848,-0.3785460796250471,-1.1546715542881942
250,Shabazz Napier,5,Guard,28.0,WAS,-5.25667887088102,-0.542704138390011,-3.372835340983234,-0.8601614993133279,0.32644735926089824,0.853825988552124,-2.637808018705429,-1.5723146107780184,0.34543767078995763,-0.6045202768452581,-0.2509616554354654,0.41497870807029663,-0.1994055234257509,-2.343567328710129,0.8120614037892053
